id,source,question,choice_a,choice_b,choice_c,choice_d,choice_e,correct_answer,difficulty,remarks,datetime_added,status,explanation
122,advanced_operations_pack_priority_dispatch_skills_work_zone,A dispatcher needs to assign urgent approved work to available technicians for the current shift. Which tool is most directly related to this operational activity?,Failure Codes,Dispatching Dashboard,Database Configuration,Item Master,,B,hard,Dispatching Dashboard topic.,2026-05-05 23:59:06,active,"The correct answer is B. The Dispatching Dashboard is used for operational dispatching and assignment of work to labor or crews. Failure Codes are for analysis, Database Configuration is administrative, and Item Master is for item definitions."
123,advanced_operations_pack_priority_dispatch_skills_work_zone,A work order should be assigned only to labor who can perform electrical work. Which labor-related information is most relevant?,Skill or craft qualification,Failure class,Storeroom balance,SLA commitment type,,A,medium,Skill level and labor matching topic.,2026-05-05 23:59:06,active,"The correct answer is A. Skill, craft, qualification, or labor capability is used to match work requirements to the correct technician. Failure class, storeroom balance, and SLA commitment type do not describe technician capability."
124,advanced_operations_pack_priority_dispatch_skills_work_zone,A dispatcher wants to avoid assigning work to a technician outside their assigned geographic service area. Which concept is most relevant?,Work zone,Item set,Failure code,Revision control,,A,medium,Work zone topic.,2026-05-05 23:59:06,active,The correct answer is A. Work zones help organize work by geographic or operational areas. They are useful for dispatching and territory-based assignment.
125,advanced_operations_pack_priority_dispatch_skills_work_zone,A scheduler reviews whether available labor capacity can handle planned work. Which dashboard information is most relevant?,Resource utilization,Item description,Failure hierarchy,Application designer controls,,A,medium,Scheduler and resource topic.,2026-05-05 23:59:06,active,The correct answer is A. Resource utilization shows whether available labor or crew capacity can handle the scheduled workload.
126,advanced_operations_pack_priority_dispatch_skills_work_zone,A technician has the right craft but not the required skill level for a specialized task. What is the likely scheduling issue?,Labor skill mismatch,Invalid failure class,Inactive item,Wrong storeroom,,A,hard,Skill level trap.,2026-05-05 23:59:06,active,"The correct answer is A. If the technician lacks the required skill level or qualification, the issue is a labor skill mismatch. The other options relate to failure tracking or inventory."
127,advanced_operations_pack_priority_dispatch_skills_work_zone,A planner wants work with higher business urgency to be considered first during assignment. Which field or concept is most relevant?,Priority,Item number,Storeroom,Location description,,A,easy,Priority basics.,2026-05-05 23:59:06,active,"The correct answer is A. Priority helps represent urgency or importance and is used when planning, scheduling, or dispatching work."
128,advanced_operations_pack_priority_dispatch_skills_work_zone,A supervisor wants to dispatch only approved work orders. Which status would normally be suitable for dispatching?,WAPPR,APPR,CAN,CLOSE,,B,medium,Status and dispatching topic.,2026-05-05 23:59:06,active,"The correct answer is B. APPR means approved. WAPPR is waiting for approval, CAN is canceled, and CLOSE is finalized."
129,advanced_operations_pack_priority_dispatch_skills_work_zone,A dispatcher sees many urgent jobs but limited available technicians. What should be reviewed first?,Priority and resource availability,Item long description only,Failure code copy options,Database relationships,,A,medium,Priority plus resource availability.,2026-05-05 23:59:06,active,The correct answer is A. Dispatching decisions should consider urgency or priority and available labor or crews. The other choices do not help decide who should handle urgent work.
130,advanced_operations_pack_priority_dispatch_skills_work_zone,A work order requires a technician certified for confined-space work. Which type of matching is most relevant?,Qualification or skill matching,Item set matching,Failure code matching,SLA asset matching,,A,hard,Skill and qualification topic.,2026-05-05 23:59:06,active,"The correct answer is A. Certifications and required abilities are handled as labor qualifications, skills, crafts, or related labor requirements."
131,advanced_operations_pack_priority_dispatch_skills_work_zone,"A field service team is divided into North, South, East, and West territories. Which setup helps dispatch work to the correct territory?",Work zones,Failure remedies,Purchase contracts,Item balances,,A,medium,Work zone scenario.,2026-05-05 23:59:06,active,"The correct answer is A. Work zones can represent territories or service areas, helping dispatchers assign work geographically."
132,advanced_operations_pack_priority_dispatch_skills_work_zone,A dispatcher wants to quickly see unassigned work that needs action. Which type of dashboard/card concept is closest?,Work queue,Failure hierarchy,Item assembly structure,Database index,,A,hard,IBM sample mentions work queues.,2026-05-05 23:59:06,active,The correct answer is A. Work queues display records that need review or action. This fits unassigned or pending work needing dispatch attention.
133,advanced_operations_pack_priority_dispatch_skills_work_zone,Which two factors are commonly considered when assigning work to a technician?,Availability,Skill or craft,Item description,Database table name,Corrective action image,"A,B",hard,Multi-answer dispatching question.,2026-05-05 23:59:06,active,The correct answers are A and B. Availability and skill/craft are common assignment factors. Item descriptions and database table names are not primary labor assignment criteria.
134,advanced_operations_pack_priority_dispatch_skills_work_zone,A scheduler wants to know whether moving work to another time period reduces overload. Which concept is most relevant?,Resource leveling,Failure reporting,Item master revision,SLA asset tab,,A,hard,Scheduling and resource leveling.,2026-05-05 23:59:06,active,The correct answer is A. Resource leveling helps adjust timing or assignments to reduce overload and balance capacity.
135,advanced_operations_pack_priority_dispatch_skills_work_zone,A work order is urgent because it affects safety. Which value should influence scheduling and dispatching?,Priority,Item commodity code,Storeroom address,Vendor contract type,,A,easy,Priority scenario.,2026-05-05 23:59:06,active,"The correct answer is A. Priority should influence the order in which work is planned, scheduled, or dispatched, especially when safety is affected."
136,advanced_operations_pack_priority_dispatch_skills_work_zone,A technician is available but located far from the work location. Which concept can help avoid inefficient assignment?,Work zone,Failure class,Item status,PM frequency,,A,medium,Work zone dispatch scenario.,2026-05-05 23:59:06,active,The correct answer is A. Work zones help align technicians with work in their assigned area and can reduce inefficient travel.
137,advanced_operations_pack_priority_dispatch_skills_work_zone,"A planner wants a task to require a specific craft, such as mechanic or electrician. Where is this requirement most likely defined?",Job Plan labor/craft requirements,Failure Code hierarchy,SLA commitment type,Item balance,,A,hard,Job Plan plus skill/craft requirements.,2026-05-05 23:59:06,active,"The correct answer is A. Job Plans can define labor, craft, and task requirements. This helps planning and assignment."
138,advanced_operations_pack_priority_dispatch_skills_work_zone,A dispatcher assigns work without considering skill level. What is the biggest risk?,The work may be assigned to an unqualified technician,The item master will be deleted,The organization will become inactive,The SLA application will close,,A,medium,Skill level risk.,2026-05-05 23:59:06,active,The correct answer is A. Ignoring skill level can assign work to someone not qualified to perform it.
139,advanced_operations_pack_priority_dispatch_skills_work_zone,Which Maximo concept best supports prioritizing emergency work over routine preventive maintenance?,Priority,Storeroom,Item set,Failure remedy,,A,easy,Priority basics.,2026-05-05 23:59:06,active,The correct answer is A. Priority distinguishes urgent or critical work from routine work.
140,advanced_operations_pack_priority_dispatch_skills_work_zone,"A supervisor wants to review resource utilization, resource leveling, and scheduling issues. Which dashboard is most relevant?",Scheduling Dashboard,Failure Codes application,Item Master,Organizations,,A,hard,Official IBM sample scheduler area.,2026-05-05 23:59:06,active,"The correct answer is A. The Scheduling Dashboard is used to review resource utilization, resource leveling, and scheduling issues."
141,advanced_operations_pack_priority_dispatch_skills_work_zone,A technician should only receive work from their assigned service area and only when they have the required craft. Which two concepts are most relevant?,Work zone,Skill or craft,Failure class,Purchase contract,Item long description,"A,B",hard,Multi-answer: work zone plus skill.,2026-05-05 23:59:06,active,"The correct answers are A and B. Work zone controls geographic or territory fit, while skill or craft controls capability fit."
142,advanced_operations_pack_priority_dispatch_skills_work_zone,"A work order is approved and ready to assign, but no technician with the required skill is available. What should the planner review?",Labor availability and required skills,Failure Code copy function,SLA Assets and Locations tab only,Item description,,A,medium,Assignment planning.,2026-05-05 23:59:06,active,"The correct answer is A. The planner should check who is available and who has the required skill, craft, or qualification."
143,advanced_operations_pack_priority_dispatch_skills_work_zone,A dispatching dashboard is most useful for which activity?,Assigning and monitoring field work,Creating database columns,Copying failure code hierarchies,Defining item descriptions only,,A,medium,Dispatching Dashboard purpose.,2026-05-05 23:59:06,active,"The correct answer is A. Dispatching dashboards support assigning, monitoring, and managing active field work."
144,advanced_operations_pack_priority_dispatch_skills_work_zone,Which question should a dispatcher ask before assigning a high-priority work order?,"Who is available, qualified, and in the right area?",Which item description is longest?,Can the organization be deleted?,Which failure code can be renamed?,,A,medium,Dispatching decision logic.,2026-05-05 23:59:06,active,"The correct answer is A. Good dispatching considers availability, qualification or skill, and location or work zone."
145,advanced_operations_pack_priority_dispatch_skills_work_zone,A planner sees that one crew is overloaded while another has available capacity. What scheduling action is suggested?,Review resource leveling options,Delete the overloaded crew,Change all work orders to CLOSE,Disable the site,,A,medium,Resource leveling scenario.,2026-05-05 23:59:06,active,The correct answer is A. Resource leveling helps balance workload across available resources.
146,advanced_operations_pack_priority_dispatch_skills_work_zone,Which is the best description of work priority in work management?,A value used to help rank or sequence work based on urgency or importance,The physical location of a storeroom,A list of spare parts,A database table relationship,,A,easy,Priority definition.,2026-05-05 23:59:06,active,"The correct answer is A. Work priority helps rank or sequence work according to urgency, impact, or importance."
147,advanced_operations_pack_priority_dispatch_skills_work_zone,A task requires two mechanics with intermediate skill level. Which planning detail is being described?,Labor/craft requirement,Failure remedy,SLA commitment type,Item balance,,A,hard,Skill level and labor requirement.,2026-05-05 23:59:06,active,The correct answer is A. The need for mechanics and skill level is a labor/craft requirement used for planning and assignment.
148,advanced_operations_pack_priority_dispatch_skills_work_zone,A dispatcher assigns work by territory to reduce travel time. Which setup supports this?,Work zones,Purchase contracts,Admin Mode,Item Master,,A,medium,Work zone and travel efficiency.,2026-05-05 23:59:06,active,The correct answer is A. Work zones support territory-based work assignment and can reduce travel inefficiency.
149,advanced_operations_pack_priority_dispatch_skills_work_zone,A high-priority work order is waiting for approval. What should happen before it is dispatched for execution?,It should normally be approved,It should be closed,It should be deleted,It should be converted to an item,,A,medium,Priority plus status trap.,2026-05-05 23:59:06,active,"The correct answer is A. Even urgent work normally must be approved before execution, unless the organization has a specific emergency process."
150,advanced_operations_pack_priority_dispatch_skills_work_zone,Which two are most relevant when assigning work using dispatching or scheduling tools?,Work priority,Labor availability,Item long description,Database Configuration object name,Report title,"A,B",hard,Multi-answer: priority plus availability.,2026-05-05 23:59:06,active,The correct answers are A and B. Priority and labor availability are key operational assignment factors.
151,platform_configuration_pack,Which application is used to manage domains in Maximo?,Database Configuration,Domains,Organizations,Workflow Designer,,B,medium,Platform configuration domain question.,2026-05-06 01:27:41,active,"The correct answer is B. The Domains application is used to manage ALN, synonym, numeric, and crossover domains."
152,platform_configuration_pack,What is the purpose of a synonym domain?,Store images,Define multiple values representing the same internal status,Configure inventory balances,Track invoices,,B,hard,IBM likes synonym domain questions.,2026-05-06 01:27:41,active,The correct answer is B. Synonym domains allow multiple external values to map to the same internal value.
153,platform_configuration_pack,Which Maximo component is used to modify application layouts and fields?,Application Designer,Start Center,Item Master,Assignment Manager,,A,easy,Application Designer basics.,2026-05-06 01:27:41,active,The correct answer is A. Application Designer is used to configure application layouts and fields.
154,platform_configuration_pack,What is the purpose of classifications in Maximo?,Define GL accounts,Categorize records into structured hierarchies,Configure calendars,Manage invoices,,B,medium,Classification hierarchy topic.,2026-05-06 01:27:41,active,The correct answer is B. Classifications organize records into structured hierarchies.
155,platform_configuration_pack,Which feature can hide or display fields dynamically based on conditions?,Conditional UI,Escalations,Cron tasks,Item assembly structures,,A,hard,Conditional UI topic.,2026-05-06 01:27:41,active,The correct answer is A. Conditional UI can dynamically control field visibility and behavior.
156,platform_configuration_pack,What is the purpose of a crossover domain?,Copy values from one object to another,Create PM forecasts,Configure invoices,Generate reports,,A,hard,Crossover domain concept.,2026-05-06 01:27:41,active,The correct answer is A. Crossover domains automatically copy values between related objects.
157,platform_configuration_pack,Which security component controls user access to applications and data?,Security Groups,Classifications,Storerooms,Job Plans,,A,easy,Security groups basics.,2026-05-06 01:27:41,active,The correct answer is A. Security Groups control permissions to applications and data.
158,platform_configuration_pack,What is typically required after modifying Database Configuration?,Log out only,Apply Configuration Changes,Close work orders,Restart scheduler,,B,medium,Database configuration workflow.,2026-05-06 01:27:41,active,The correct answer is B. Database Configuration changes usually require Apply Configuration Changes.
159,platform_configuration_pack,Which launch point type is commonly associated with automation scripts triggered by record events?,Object Launch Point,Workflow node,Inventory launch,PM sequence,,A,hard,Automation script awareness.,2026-05-06 01:27:41,active,The correct answer is A. Object Launch Points trigger automation scripts during object events.
160,platform_configuration_pack,Which application is commonly used to design workflows?,Workflow Designer,Organizations,Assets,Receiving,,A,easy,Workflow basics.,2026-05-06 01:27:41,active,The correct answer is A. Workflow Designer is used to create workflows.
161,procurement_pack,What is typically created before a Purchase Order?,Invoice,Purchase Requisition,Warranty Contract,Hazard Plan,,B,easy,PR vs PO basics.,2026-05-06 01:27:41,active,The correct answer is B. Purchase Requisitions are commonly created before Purchase Orders.
162,procurement_pack,Which application manages vendors and supplier companies?,Companies,Assets,Calendars,Domains,,A,medium,Vendor/company management.,2026-05-06 01:27:41,active,The correct answer is A. The Companies application manages vendors and suppliers.
163,procurement_pack,Which contract type is used for warranty tracking?,Warranty Contract,Purchase Contract,Lease Agreement,Price Schedule,,A,easy,Warranty contract basics.,2026-05-06 01:27:41,active,The correct answer is A. Warranty Contracts are used to track warranty coverage.
164,procurement_pack,What process confirms goods physically arrived from a vendor?,Receiving,Classification,Escalation,Workflow routing,,A,easy,Receiving process.,2026-05-06 01:27:41,active,The correct answer is A. Receiving confirms goods or services arrived from a vendor.
165,procurement_pack,Which document authorizes purchasing items from a vendor?,Purchase Order,Service Request,Failure Report,Hazard Analysis,,A,easy,PO basics.,2026-05-06 01:27:41,active,The correct answer is A. Purchase Orders authorize procurement from suppliers.
166,procurement_pack,What is invoice matching used for?,Compare invoices with received goods and purchase orders,Configure work zones,Create classifications,Build workflows,,A,medium,Invoice matching process.,2026-05-06 01:27:41,active,The correct answer is A. Invoice matching validates invoices against PO and receiving records.
167,procurement_pack,Which type of contract defines agreed pricing with suppliers?,Purchase Contract,Safety Plan,PM Forecast,Workflow,,A,medium,Contract management.,2026-05-06 01:27:41,active,The correct answer is A. Purchase Contracts define negotiated purchasing terms.
168,procurement_pack,Which record is most directly associated with replenishing inventory from a supplier?,Purchase Order,Failure Code,Location,Workflow Node,,A,medium,Inventory procurement.,2026-05-06 01:27:41,active,The correct answer is A. Purchase Orders are used to replenish inventory.
169,procurement_pack,What is the purpose of a labor contract?,Define labor-related pricing or service agreements,Configure domains,Manage classifications,Track hazards,,A,hard,Contract type question.,2026-05-06 01:27:41,active,The correct answer is A. Labor contracts define labor or service pricing agreements.
170,procurement_pack,Which process occurs after a Purchase Requisition is approved?,Purchase Order creation,Asset disposal,Workflow deletion,Safety permit closure,,A,medium,Procurement lifecycle.,2026-05-06 01:27:41,active,The correct answer is A. Approved Purchase Requisitions commonly lead to Purchase Order creation.
171,assistant_practice_set_1,Which Maximo application is used to define the structure and relationships of assets?,Asset Template,Asset Hierarchy,Item Master,Location Hierarchy,,B,medium,Asset Hierarchy defines parent-child relationships and structure.,2026-05-23 08:15:00,active,Correct answer: B. Asset Hierarchy allows you to model how assets relate to each other in a structured format.
172,assistant_practice_set_1,What is the purpose of a Condition Code in Maximo?,To track asset depreciation,To classify asset health status,To assign work order priorities,To define inventory reorder points,,B,easy,Condition Codes represent asset health/condition states.,2026-05-23 08:16:00,active,"Correct answer: B. Condition Codes (e.g., Excellent, Poor) help track and report on asset condition over time."
173,assistant_practice_set_1,Which object type is used to define reusable maintenance procedures?,Work Order,Job Plan,PM Record,Task List,,B,easy,Job Plans store standardized steps for maintenance tasks.,2026-05-23 08:17:00,active,"Correct answer: B. Job Plans define labor, materials, tools, and steps that can be attached to work orders or PMs."
174,assistant_practice_set_1,"In Maximo, what does the term 'Rotating Item' refer to?",An item that can be tracked by serial number and moved between assets,An item with fluctuating prices,An item used only for rotational maintenance,An item that expires after use,,A,medium,Rotating Items are tracked individually with unique identifiers.,2026-05-23 08:18:00,active,Correct answer: A. Rotating Items (like motors or pumps) are serialized and can be installed/uninstalled from assets while maintaining history.
175,assistant_practice_set_1,Which Maximo feature allows automatic creation of work orders based on time or meter readings?,Workflow,PM Record,Job Plan,Service Request,,B,easy,PM Records trigger scheduled work based on frequency or usage.,2026-05-23 08:19:00,active,Correct answer: B. Preventive Maintenance (PM) Records generate work orders automatically when criteria are met.
176,assistant_practice_set_1,What is the function of a Domain in Maximo?,To define user roles,To restrict values in a field to a predefined list,To schedule batch processes,To encrypt sensitive data,,B,medium,Domains control valid input values for attributes.,2026-05-23 08:20:00,active,"Correct answer: B. Domains (ALN, NUMERIC, TABLE, etc.) ensure data consistency by limiting field entries to approved values."
177,assistant_practice_set_1,Which application would you use to record the failure of an asset and its resolution?,Service Request,Work Order,Failure Reporting,Asset Application,,C,medium,"Failure Reporting captures Problems, Causes, and Remedies.",2026-05-23 08:21:00,active,Correct answer: C. Failure Reporting (via Failure Codes) standardizes how asset failures and fixes are documented for analysis.
178,assistant_practice_set_1,What is the primary use of the Integration Framework in Maximo?,To design user interfaces,To exchange data with external systems,To generate financial reports,To manage user authentication,,B,hard,Integration Framework enables MBO-based data exchange.,2026-05-23 08:22:00,active,"Correct answer: B. The Integration Framework supports XML, JSON, REST, and enterprise services for system-to-system communication."
179,assistant_practice_set_1,Which status indicates a Purchase Order has been fully received and invoiced?,CLOSE,COMP,APPR,WAIT,,A,medium,CLOSE means PO is complete and financially settled.,2026-05-23 08:23:00,active,Correct answer: A. A Purchase Order status of CLOSE indicates all receipts and invoices are processed and the PO is finalized.
180,assistant_practice_set_1,"In Maximo Scheduler, what does the 'Optimizer' component do?",Generates graphical dashboards,Assigns work to resources based on constraints and priorities,Creates preventive maintenance schedules,Tracks asset meter readings,,B,hard,Optimizer uses algorithms to schedule work efficiently.,2026-05-23 08:24:00,active,"Correct answer: B. The Optimizer evaluates skills, availability, location, and priorities to create optimal work assignments."
181,assistant_practice_set_1,Which Maximo application manages agreements with vendors for recurring services?,Contract,Purchase Order,Request for Quote,Invoice,,A,easy,Contracts define terms for ongoing vendor services or purchases.,2026-05-23 08:25:00,active,"Correct answer: A. Contracts store pricing, terms, and conditions for vendor relationships and can be referenced on POs and invoices."
182,assistant_practice_set_1,What is the purpose of a Meter in Maximo Asset Management?,To track financial depreciation,"To record usage measurements (e.g., hours, miles) for maintenance triggers",To monitor user login activity,To calculate inventory reorder levels,,B,easy,Meters enable condition-based maintenance scheduling.,2026-05-23 08:26:00,active,Correct answer: B. Meters (characteristic or gauge) capture asset usage data that can trigger PM work orders when thresholds are reached.
183,assistant_practice_set_1,Which security feature in Maximo allows restricting data visibility by organization or site?,Application Security,Attribute Security,Data Restriction,Conditional Expression,,C,medium,Data Restrictions filter records based on user context.,2026-05-23 08:27:00,active,"Correct answer: C. Data Restrictions use SQL-like conditions to limit which records a user can see or edit based on their organization, site, or other attributes."
184,assistant_practice_set_1,"When creating a Work Order, which field is mandatory?",Asset,Location,Reported By,Work Type,,C,easy,Reported By identifies who initiated the request.,2026-05-23 08:28:00,active,"Correct answer: C. While Asset or Location is often required depending on configuration, 'Reported By' is a core mandatory field to track request origin."
185,assistant_practice_set_1,Which Maximo module supports mobile offline capabilities for field technicians?,Maximo Mobile,Maximo Anywhere,Maximo Scheduler,Maximo Health,,B,medium,Maximo Anywhere provides offline mobile work execution.,2026-05-23 08:29:00,active,"Correct answer: B. Maximo Anywhere enables technicians to view and update work orders, assets, and inventory without continuous network connectivity."
186,assistant_practice_set_1,What does the 'Rollup' function do in Cost Tracking for Work Orders?,"Calculates total cost by aggregating labor, material, and service costs",Exports costs to external ERP systems,Applies tax calculations to line items,Converts currency for international sites,,A,medium,Rollup sums all cost components into a total.,2026-05-23 08:30:00,active,"Correct answer: A. Cost Rollup automatically calculates and displays the total cost of a work order by summing labor, materials, tools, and services."
187,assistant_practice_set_1,Which object is used to define inspection tasks and criteria in Maximo?,Inspection Form,Job Plan,PM Record,Measurement Point,,A,medium,Inspection Forms standardize quality/safety checks.,2026-05-23 08:31:00,active,"Correct answer: A. Inspection Forms contain questions, measurements, and pass/fail criteria that can be attached to work orders or assets for standardized inspections."
188,assistant_practice_set_1,"In Maximo, what is a 'Storeroom' primarily used for?",Defining asset locations,Tracking inventory quantities and bin locations,Managing vendor contracts,Scheduling technician shifts,,B,easy,Storerooms are physical or logical inventory storage points.,2026-05-23 08:32:00,active,"Correct answer: B. Storerooms hold inventory items with bin locations, reorder points, and balances for maintenance and operations."
189,assistant_practice_set_1,Which Maximo feature allows automatic escalation of Service Requests that exceed SLA time limits?,Workflow,Escalation Group,SLA Definition,Communication Template,,C,medium,SLA Definitions include escalation rules and timelines.,2026-05-23 08:33:00,active,Correct answer: C. SLA (Service Level Agreement) Definitions specify response/resolution targets and can trigger automatic escalations when breached.
190,assistant_practice_set_1,What is the purpose of a 'Safety Plan' in Maximo Work Safety?,To define PPE requirements and hazard controls for work tasks,To schedule safety training sessions,To track incident reports only,To manage insurance policies,,A,easy,Safety Plans attach safety instructions to work orders.,2026-05-23 08:34:00,active,"Correct answer: A. Safety Plans ensure workers see required precautions, permits, and PPE before starting hazardous tasks."
191,assistant_practice_set_1,Which Maximo application is used to manage the lifecycle of a non-rotating inventory item?,Item Master,Inventory,Asset,Location,,A,medium,Item Master defines item attributes; Inventory tracks stock.,2026-05-23 08:35:00,active,"Correct answer: A. The Item Master stores static definitions (description, unit of measure, commodity code) while Inventory tracks quantities per storeroom."
192,assistant_practice_set_1,What does the 'Status' field on a Work Order control?,The visual color of the record,The allowed actions and workflow transitions,The priority of the task,The assigned technician's availability,,B,medium,Status drives business rules and process flow.,2026-05-23 08:36:00,active,"Correct answer: B. Work Order status (e.g., WAPPR, APPR, INPRG) determines which actions are permitted and triggers associated workflows or automations."
193,assistant_practice_set_1,Which Maximo component enables drag-and-drop scheduling of work assignments to technicians?,Gantt Chart,Resource View,Graphical Work Week,Assignment Manager,,C,hard,Graphical Work Week provides visual scheduling.,2026-05-23 08:37:00,active,Correct answer: C. The Graphical Work Week in Maximo Scheduler lets planners visually assign and reschedule work across resources and time.
194,assistant_practice_set_1,"In Procurement, what is the purpose of an RFQ (Request for Quote)?",To approve a purchase order,To solicit pricing and terms from multiple vendors,To record goods receipt,To process vendor invoices,,B,easy,RFQs gather competitive bids before purchasing.,2026-05-23 08:38:00,active,Correct answer: B. RFQs allow procurement teams to request and compare vendor proposals before issuing a Purchase Order.
195,assistant_practice_set_1,Which Maximo feature allows grouping multiple work orders under a single parent for coordinated execution?,Job Plan,Parent/Child Work Orders,PM Hierarchy,Work Package,,B,medium,Parent/Child relationships enable batch management.,2026-05-23 08:39:00,active,Correct answer: B. Parent/Child Work Orders allow planners to manage related tasks collectively while tracking individual progress and costs.
196,assistant_practice_set_1,What is the function of a 'Communication Template' in Maximo?,To define email/SMS formats for notifications,To design dashboard layouts,To configure API endpoints,To encrypt data exports,,A,easy,Communication Templates standardize outbound messages.,2026-05-23 08:40:00,active,"Correct answer: A. Communication Templates define the content and format of automated notifications sent via email, SMS, or other channels."
197,assistant_practice_set_1,Which Maximo object type supports version control for configuration changes?,Application Designer,Database Configuration,Migration Groups,Automation Scripts,,C,hard,Migration Groups bundle and version config changes.,2026-05-23 08:41:00,active,"Correct answer: C. Migration Groups allow administrators to package, version, and promote configuration changes (domains, objects, etc.) across environments."
198,assistant_practice_set_1,"When configuring a Preventive Maintenance record, which frequency type uses asset meter readings?",Time-Based,Calendar-Based,Meter-Based,Event-Based,,C,easy,Meter-Based PMs trigger on usage thresholds.,2026-05-23 08:42:00,active,"Correct answer: C. Meter-Based frequency generates work orders when an asset's meter (e.g., operating hours) reaches a defined value."
199,assistant_practice_set_1,Which Maximo application is used to define and manage chart of accounts for financial integration?,Financial Configuration,Organization,General Ledger,Chart of Accounts,,D,medium,Chart of Accounts maps Maximo costs to ERP GL codes.,2026-05-23 08:43:00,active,Correct answer: D. The Chart of Accounts application defines account structures for exporting financial transactions to external ERP systems.
200,assistant_practice_set_1,What is the primary benefit of using 'Aliases' for assets in Maximo?,To allow multiple names for the same asset for search flexibility,To duplicate asset records for redundancy,To hide assets from certain user groups,To link assets across different organizations,,A,medium,Aliases improve searchability without data duplication.,2026-05-23 08:44:00,active,"Correct answer: A. Asset Aliases let users search for an asset using alternative names, tags, or legacy IDs while maintaining a single source of truth."
201,assistant_practice_set_1,Which Maximo feature enables conditional logic to dynamically show/hide fields on an application?,Conditional Expression,Domain,Workflow,Signature Option,,A,hard,Conditional Expressions control UI behavior dynamically.,2026-05-23 08:45:00,active,"Correct answer: A. Conditional Expressions use SQL-like logic to control field visibility, required status, or enabled state based on record data or user context."
202,assistant_practice_set_1,"In Maximo Inventory, what does a 'Reorder Point' trigger?",Automatic creation of a Purchase Requisition,Alert when stock falls below minimum threshold,Reservation of stock for a work order,Write-off of expired items,,B,easy,Reorder Points signal when to replenish inventory.,2026-05-23 08:46:00,active,"Correct answer: B. When inventory quantity drops below the Reorder Point, Maximo can generate alerts or automatic PRs to initiate restocking."
203,assistant_practice_set_1,Which Maximo application manages the approval workflow for configuration changes?,Change Management,Workflow Designer,Migration Groups,Application Designer,,B,medium,Workflow Designer models approval processes visually.,2026-05-23 08:47:00,active,"Correct answer: B. Workflow Designer allows administrators to create, test, and deploy approval workflows for objects like Work Orders, PRs, or configuration items."
204,assistant_practice_set_1,What is the purpose of the 'Maximo Application Framework' (MAF)?,To provide a low-code platform for building custom Maximo apps,To manage user authentication only,To replace the Maximo database,To handle email notifications exclusively,,A,hard,MAF enables rapid development of tailored solutions.,2026-05-23 08:48:00,active,Correct answer: A. The Maximo Application Framework (part of MAS) allows developers to create custom applications and extensions using low-code tools integrated with Maximo data.
205,assistant_practice_set_1,Which field on a Work Order determines the default labor craft and skill required?,Work Type,Priority,Reported By,Asset,,A,medium,Work Type links to predefined labor requirements.,2026-05-23 08:49:00,active,"Correct answer: A. Work Type can be configured with default craft, skill, and hours, streamlining labor planning for common task categories."
206,assistant_practice_set_1,"In Maximo, what does 'Balancing' refer to in Inventory management?",Reconciling physical counts with system records,Calculating average item cost,Transferring stock between storerooms,Applying depreciation to inventory assets,,A,medium,Balancing ensures inventory accuracy via cycle counts.,2026-05-23 08:50:00,active,Correct answer: A. Inventory Balancing (via Cycle Counts or Physical Inventory) compares actual stock to system records and adjusts discrepancies to maintain accuracy.
